BMI,GDP_per_capita,Schooling,Life_expectancy
23.4,16439,5.4,55.1
25.6,1481,10.6,66.8
26.4,2564,12.1,70.6
25.7,37761,10.5,78.9
25.9,17771,9.3,75.5
20.5,650,3.8,61.6
21.7,701,2,51.4
26.8,13113,9.9,77.6
26.2,2160,5.6,73.6
23.2,2599,2.5,65.3
25.1,3192,3.8,68.3
22.5,2427,1.5,61.8
25.9,4893,7.3,74.1
26.7,27155,11.2,78.9
25,1367,5,61.7
26,3432,9.3,76.2
23.7,4826,7.5,73.8
23.4,4604,7,72.5
26.8,8703,6.8,74.7
22.5,225,2.1,52.3
25.1,3691,7.4,75.3
21.3,457,2.8,55.3
24.9,73556,11.8,80.5
25.5,3923,7.3,71.7
26,1538,9.6,67.4
28,4898,10.3,70.3
22.7,2103,6,58.5
21.5,460,2.9,44.2
26.6,14978,11.9,75.9
22.1,1163,4.7,68.6
20.4,1557,6.4,74.1
25.5,9222,10.1,73.4
27.1,3597,12.5,72.1
27.2,12721,11.8,75.6
26.8,32925,8.9,75.1
22.6,520,3,48.5
23.2,590,2.8,55.6
26.1,106544,11.8,80.6
27.1,11090,8.5,79.2
26.1,8382,11.5,68.7
20.8,1234,4.5,67.5
22.9,2740,9.1,70.3
24.4,1510,3.5,61.8
26.1,6605,10.7,74.2
26.9,22186,9.8,79.2
22.3,2407,4.4,50.2
27.3,50010,12.3,81.3
21.3,2217,7.8,75
29.5,2923,8,67
26.1,5505,8.3,68.8
26,48194,10.6,81.9
25.7,32229,9.8,82.2
21.9,708,4,66.9
21.3,381,4.8,55.1
23.5,1091,6.8,43.9
21,954,4.8,64.5
25.2,53687,12.8,78.1
28.9,39777,6.5,74
26.4,2228,5.8,74.1
23.3,540,3.7,54.4
23.5,44602,10.5,80.8
26.2,4693,10.2,70.2
21.9,603,1.4,57.8
23.2,536,3.7,53.6
24.6,6846,7.3,59.9
21.6,2438,7.8,75.1
29,34800,6.6,74.2
27.4,18167,10.8,72.8
27.3,3529,6.7,71.7
23.5,43333,10.5,81.2
21.8,725,5.2,55
26.8,11314,11.9,74.2
25.9,5302,9.5,74.8
26.3,3736,9.6,77.3
25,5808,10.1,77.9
24.5,1814,3.5,60.2
26.2,8736,8.1,73
26.6,16056,10,72.8
27,35456,10.9,72
24.9,4853,9.7,71.2
22.2,1108,2.3,60.9
25.4,3671,8.6,72.6
25.7,19239,11.7,77.6
25.1,14070,7,73.9
20.8,578,2.5,62.9
25.9,10669,9.2,69.4
22.8,377,4.2,50.9
21.7,688,4.8,53.9
25.5,20702,5.9,73
26.3,75044,12.7,80.6
27.2,8878,7.6,75.3
22.8,1133,2.4,64.9
24.8,1097,5.9,47.4
26.2,9464,8,75.6
23.4,1239,4.7,65.3
26.2,9622,11.8,70.6
26.4,2460,11.3,70.9
23.1,770,3.5,52.2
31.6,4219,10.2,71.9
26.3,6797,10.9,74.5
23.6,1637,4.5,54.3
25.3,51173,12.7,79.1
26.9,17700,10.7,71.7
24.9,74138,11.7,80.4
22.1,496,4,53.6
21.6,641,1.3,48.8
25.7,5163,7.4,75.4
22,667,1.6,51.2
23.5,7056,7.5,75.3
22.6,362,4.3,58.6
24.9,3856,6.7,74.3
26.4,5203,8.8,53.7
25.2,4257,6.6,74
27.2,9143,8,75.3
21.3,1162,5.3,66.2
25.6,10178,10.4,73.6
27.1,6285,9.9,61.1
27.1,11265,6.1,71.5
22.3,834,5.5,60.7
21.1,696,3.5,63.1
23.7,2287,4.2,70.2
25.7,1422,10.7,71.8
25.8,69106,12.1,79
25.9,1833,10.6,68.2
26.4,20454,11.9,81.1
24,740,4.4,61.7
25.6,11417,11.9,70.9
20.9,845,4.7,63.7
23.1,1909,2.3,67.3
25.7,9428,9.8,74.5
27.1,56707,12.8,82.4
25.5,5339,7.6,70.8
29.5,3563,7.1,71.3
21.5,774,5.9,44
21.8,879,6.2,47.4
25.7,8169,6.8,73.3
25.6,36617,10.4,78.1
24.9,7508,8,72.9
26.1,9829,10.3,72.3
26.2,1770,10.1,67.7
23.5,1687,4.2,53
25.1,51836,12.8,77.8
27.5,4014,12.7,73
27.2,58422,8.4,74.5
26.7,30863,11.6,78.6
27.1,18205,9.3,78.1
24.3,836,5.3,42.7
26.5,40563,11.9,78.1
22.9,1105,6.3,57.8
20.8,797,4.6,63.3
25.6,43288,9.6,80.7
22.5,31476,10.8,81.4
26.1,1984,12,70.3
20.5,556,2.5,64
25.7,3169,6.8,73.4
25.6,3494,5.9,74.4
26.2,5996,11.2,76.2
29.4,10148,8.4,75.3
23.4,554,3.8,55.4
26.1,3689,5.3,71.9
26.5,4339,9.3,66.2
22.8,2013,5.2,48.8
23.9,4421,6.4,59.4
23.3,1144,5.1,51.5
25.9,2856,6.7,69.1
26.2,10797,10.6,72.6
22,653,1.5,51.9
26.8,24217,11.8,79.8
24.8,2848,7,74.4
26,110095,11.7,80.5
25.2,3910,7.5,75.5
26,2751,6.8,69.6
26.6,14672,9.4,73.2
27.9,31699,11.1,73.1
26,11074,9.3,69.7
26.5,9168,8.4,71.2
26.3,105462,12,82.3
23.9,1228,4.4,62.2
25.9,6370,11.4,65
25.9,46213,12,79.3
25.8,19670,8.1,79
28.2,4341,9.7,72.6
26,8488,11.5,68.4
23.9,12927,5.5,57
26.4,12679,11.7,73.9
23.6,685,3.1,60.2
26,49527,10.5,81.8
26.4,13554,9.2,76.2
29.3,3490,7,71.1
28.4,53854,13.2,78
28,7590,7.3,72.1
26.3,8005,10.9,74.4
27,7961,7.8,77.9
22.5,2269,5.9,56.6
25.5,45990,12.4,80.5
21.5,443,1.4,57.3
26.6,1630,5.9,72.2
24.9,49242,10.7,76.6
23.1,1139,6.4,58.2
27.3,13386,6.6,72.1
20,980,2.9,60.9
26.7,31208,12.5,80.5
26.3,6030,8.8,75.3
26.5,15383,10,70.7
24.6,8522,4.9,75.9
27.5,3636,6.5,72.2
22.2,295,3.6,49.1
25,49542,12.1,76.9
28.8,56763,13.3,78.7
26.1,3577,9.3,76.6
25.7,6581,11.5,66.1
21.4,316,2.6,57.9
21.3,420,1.3,54.2
26.5,13163,12.9,74.1
24.7,8893,5.2,76.3
26.6,11765,8.3,73.1
25.6,8806,9.4,72.8
27,42488,13.2,80.4
27.1,13551,9.8,75.3
27.6,13789,9.8,76.1
27,10210,9.5,77.6
24.4,1462,3.6,62
25.9,105614,11.5,79.3
22.4,2595,7.4,68.9
26.8,6171,9.7,55.4
27.2,1486,5.4,74.3
28.2,53738,12.8,77.7
25,7305,8.1,63.6
27.8,1773,6.3,71.3
22.9,3125,5.6,52.2
23.8,2753,3.1,70.4
21.7,470,1.7,59.5
23.1,6982,3,70.2
27.4,7942,6.5,74.1
25.6,3795,9.9,66
22.5,501,2.8,46.5
29.3,3085,7.2,66.5
22.5,717,4.8,55.1
23,3795,6.5,71.1
25.9,3836,6.9,75.2
21.1,1321,4.5,68.2
28.1,973,5.6,69.8
21.1,973,4.9,69.9
27.1,34310,11.6,79.5
26,49855,12.3,82.3
20,272,1.7,53.3
22,279,3.3,46.1
26.8,23408,11.9,80.4
26.2,5138,8.1,74.1
28.8,4221,10.1,74
25.8,1567,11.7,69.9
27.4,9181,8,75.2
25.2,2787,9.9,65
26.7,27447,11.3,79.1
25.5,35675,10,77.7
21.3,555,4.2,48.3
24.5,3043,5.9,72.1
25.7,2755,4.8,75.2
22.9,313,2.1,54.3
28.2,60927,9.6,78.6
25.5,2314,7.1,66.4
22.8,2140,5.1,66.5
21.1,603,2.7,64.7
24.1,5838,8.6,56.7
22.8,2090,5.2,49.4
26.2,5181,11.3,70.5
27.2,8174,6.1,72.8
22.5,552,2.3,51.9
26.9,41929,13.1,80.1
26.3,10700,11.5,72.9
23.6,50714,11.2,81.7
24.6,6635,7.4,60.6
28.6,4734,10.5,73
24.7,718,9.8,68.6
29,2949,5.8,65.3
25.4,44891,12.3,80.5
27.1,8801,7.4,75.2
20.9,418,1.2,51.3
26.5,3513,6.1,49.9
27,17653,8.6,79.3
23.5,13841,5.5,55.6
26.1,5982,11.1,76
27.7,1701,6.3,72.1
22.1,655,1.6,52.5
25.5,7379,11.2,78.5
26.4,9630,9.3,74.1
26.1,74190,12.5,80.3
27.5,16505,10.5,78.5
21.5,554,3.2,60.6
20.4,687,4.3,66.4
20.9,1271,4.5,67.7
25.8,3301,7.5,73.2
31.5,3899,9.2,69.8
28.8,41171,6.3,73.8
26.2,52952,12.2,82.5
26.8,19997,9.1,78.6
21.8,353,2.6,49.9
25.1,40914,11.1,78.3
27.2,4888,9.2,74
22.8,1146,2.6,65.4
23.5,571,4.7,59.9
26.9,10392,5.8,71
25.6,4049,7.1,71.9
27,1353,4.7,73.7
27.1,23286,11.1,82
31.4,4020,9.2,69.8
26.2,13552,9.5,70.2
26.9,13311,8.9,75
26,43564,12.3,79.9
26.2,26146,8.9,80.2
26.3,39229,11.7,77.7
26.2,105339,11.8,81.8
21.2,463,6.1,64.7
25,2411,8.9,66
26.6,49439,11.8,80.5
24,2922,4.6,70.7
27.3,3903,12.6,72.7
21.6,1880,10.2,72.2
25.2,22069,8.4,75.5
25.4,4299,7,73.1
26.4,17402,12.7,77.6
24.4,3163,6.1,71.1
26.9,3364,6.4,70.8
25.9,4811,9.9,66.9
23.6,4884,7.3,73.3
26,12702,7.9,73.1
23.7,2613,3.1,70
25.2,6759,11,78.3
26.2,25703,9.4,81.6
27.7,9283,8.4,74.9
25.7,5255,8.8,73.5
25.1,2881,4.9,73.2
25.5,4519,10.1,72.1
25.9,16155,12.2,72.7
22.9,2408,6.2,60.8
20.7,781,4.5,62.9
21.9,2035,7.2,66.6
22.8,750,2.6,58.4
22.8,512,3.3,61.6
26.2,5281,7.9,74.7
28.3,4679,9.8,72.9
25.8,19501,7.6,78.4
23.3,584,2.9,56.6
21.3,308,2.6,56.5
23.9,1154,4.4,64
25.9,39778,11.1,80.2
22.9,1129,4.3,63.7
23.1,3001,9.3,70.6
26.5,12059,11.3,77.6
26.7,2897,12.2,71.2
27,4532,9.4,66.5
26.4,13850,13,74.5
23.4,3681,6,50.9
22.6,250,2.1,53
25.7,3574,3.9,70.4
21.6,418,5.6,57.4
26.8,31745,11.6,78.7
23.3,1246,4.5,65
22.5,31416,10.9,81.6
21,2016,7.5,74.8
20.2,391,2.2,59.6
24.8,2363,9.9,63.8
22.6,1132,2.4,62.1
25,20982,8.4,76.1
26,7940,8,77.7
23.6,1183,3.7,61.1
22.7,33518,12,83.1
23.3,1559,6.9,43.5
25.3,44440,11.5,80.4
22.3,697,1.8,53.6
26.7,8969,10.9,74.9
26.5,3072,5.8,69.9
26.4,3356,5.9,48.1
26.5,28151,12.2,80.1
22.7,1056,6.2,57.2
25,2235,4,62
27.8,9665,7.5,74.1
25.2,1387,5.2,62.5
23,4712,7,73.8
25.7,4441,7.1,73.6
26.3,5116,8.5,54.3
22.3,463,3.1,51.7
27.5,32248,10.9,72.1
28.7,1554,6.8,63.1
26.4,4408,9.3,74.9
27.4,57932,8.7,75
22.8,8004,5.4,53.8
25.3,51832,13.2,80.3
24.8,1329,4.9,61.3
27.6,1629,6.6,72.9
25.7,3806,6.3,74.7
25.5,32897,8.9,80
30.9,3678,9.3,70.1
22.1,1134,6.5,54.1
20.6,1651,6.6,74.3
26.4,5225,7.9,74.9
25,36357,10.7,81.2
27.9,2665,5.1,69
26,73037,12.4,80
20.3,1462,6.2,73.9
28.7,10151,8.4,74.9
30.5,3059,8.8,68.7
25.9,10528,12.1,71.4
25.9,7037,8.8,75.6
24.1,5287,8.8,58.4
25.3,8889,10.1,74.9
24.4,3070,5.6,71.7
22.6,3048,4.6,53.2
27.9,38002,12.2,81.4
25.5,44522,12.1,81.7
21.6,724,1.9,50.9
22.3,1451,5.2,46.3
25.8,945,10.6,69.9
27.8,18683,7.6,73.3
24.3,1353,4.7,66.4
25.6,4993,7.3,75.2
22.6,2447,1.6,62.4
24.7,1454,4,63.1
26.6,5240,8.6,74.1
21.1,462,1.3,51.4
25.9,2086,5.2,73.1
26,39976,11.2,80.4
22.8,2423,6.1,60.1
25.7,6861,8.6,75.2
23.8,6393,8.6,72.6
26.1,23938,8.4,79
21.9,657,1.5,51.5
26.8,8601,8.6,72.5
21.2,411,1.3,53.4
23.2,990,2.8,59.6
27.6,35394,12,80.7
26.9,4889,8.9,74
27,8587,7.1,75.1
23.7,1973,5,56.1
22.4,1795,5,65.3
24.8,4549,9.9,71.2
25.3,51644,12.7,79.8
29.6,1366,7.9,65.8
26.3,11520,11.7,76.7
26.9,6965,8.6,71.9
20.9,303,2.2,52.5
22.2,2168,4.4,49.3
25,786,10,68.3
24.9,3966,6.5,73.2
23.1,989,2.8,59.3
23.1,1565,3.7,50.1
21.5,427,3.4,61
25.2,53345,12.9,78.4
27.2,8754,8,78.5
26.9,32505,12.6,81.6
22.8,3104,7.8,70.2
22.8,2994,4.7,55.4
25.7,3691,6.1,74.6
24.3,3111,5.9,70.6
21.7,599,3.8,63.4
21.7,1909,6.9,66
26.2,45559,11.9,79.2
27.2,3819,5.4,68.8
25.9,20640,7.9,75.7
24.9,3904,5.9,70.5
28.1,61522,9.2,78.4
21.2,465,6.1,65.1
23.8,1208,4.2,61.9
27.6,4448,10.2,69.3
27.1,56306,12.7,82.3
23.6,1262,4.8,65.8
26.3,8133,8.2,73
22,1146,5.3,50.9
25.7,5013,10.5,74
22.1,653,1.4,59.9
24.8,4419,9.8,77.3
23.6,609,3.9,57.4
27.1,6124,8.4,76.1
26.8,53339,12.3,81.4
25.3,4209,7,72.8
26.5,73179,12.6,81.5
21.4,1293,5.4,67.1
22.1,568,4.2,50.8
24.9,1995,3.7,70.4
27.6,9076,8.4,75
26.8,44576,12.6,79.4
25.4,4890,7.2,74.7
25.7,4682,8,67.8
27,48314,12,80.1
30.6,3268,8.9,69.1
25.1,2492,9.9,64.7
26.1,5121,8,74.1
27.8,9426,8.4,74.9
23.1,4038,6.7,71.4
22.2,448,3.1,51.3
26.3,4987,6.4,72.3
28.1,19813,9.1,74.1
25.6,6727,9.5,70.3
21.2,1333,4.5,68.5
22.3,1017,4.5,64.5
26.7,15949,12.1,76.5
25.6,43143,9.7,80.5
26.8,52539,12,81.3
21,403,1.4,47.8
26,3959,6.8,75.4
26.1,8600,7.7,70.2
26,1456,5.2,70.3
27.6,5391,10.8,67.1
26.1,1644,9.8,67.5
25.7,32058,9.7,82
26.5,40135,14,80.5
24.9,22677,9.1,76.6
25.4,11178,7.4,72.8
26.1,9008,8,75.4
26.7,18643,8.6,77.9
25.6,4518,9.2,76.7
26.3,34122,11,79.1
21.7,700,3.2,67.2
22.9,751,2.3,57.5
25.5,2478,6.5,67.8
24,2509,4.1,63.2
26,3780,8.4,73.9
21.2,401,2.6,52.2
20.2,913,3.1,62.9
25.9,3446,7.8,73.6
25.5,4959,9.1,72.3
21.9,481,6.2,58.8
26.3,2355,11.1,70.2
22,1018,6.4,51.1
22.4,1115,2.4,59.9
25.8,40044,9.6,78.4
23.7,7888,6.2,58.3
20.8,298,2.1,51.7
23.6,51680,11.3,82
22.2,697,1.7,52.8
24.2,785,5.1,43.8
32.1,4074,10.3,72.7
29.1,3013,6.5,65.9
25.6,2673,4.6,75
28.3,60799,9.7,78.8
25.8,9101,11.7,75.1
24.5,4106,9.6,76.7
26.5,6833,7.6,72.9
27.2,18151,10.8,72.4
27.5,1571,6.5,74.2
26.5,5505,7.4,72.9
25.7,1918,10.3,69.2
27.6,56865,7.9,77.5
26,4767,7.7,72.7
24.2,1287,4.6,65.9
23.4,1289,3.9,57.4
23.6,4044,6.1,53.8
23.7,1887,4.4,55.5
26.7,5885,8.1,75.5
27.5,8492,6.7,74.5
23.7,7788,3.4,73
27.9,57076,8.2,77.9
25.7,18819,7.2,77.2
23,3844,10.9,76.3
27,6218,8.5,75.9
25.6,4870,7.5,74.1
25.9,3335,11,72.9
26.1,11901,9.4,69.9
27,17165,8.3,78.7
25.1,3967,6.4,70.6
25,21057,8.4,75.9
21.2,484,1.3,52
20.5,641,2.6,65
26.3,11451,12.6,73.6
25,36653,11.5,82.3
25.2,3422,8.3,71.9
25.4,1981,4.7,72
26.6,2980,12.2,70.9
26.2,2831,8.4,69.5
21.7,554,1.3,55.6
25.6,6955,8.5,75.1
22.2,2403,7.1,68.1
25.7,3968,9.9,66.4
28.3,29952,6.2,73.1
24.9,75113,11.9,81.1
26.6,6517,7.5,76
25.7,8569,11.6,75
23.7,684,3.2,60.4
25.7,48544,12.2,81.1
25.6,9955,10.2,75.5
29.2,2966,6.7,66.1
26.5,16277,9,77.2
26.9,6644,5.8,71.6
26.1,8338,9.1,76.1
23.7,1304,4.1,58
25,6236,10.4,78
28.7,40977,6.2,73.7
25.8,6045,10.5,72.7
25.6,5055,10.7,65.8
32.1,4336,11.2,70.5
25.9,1668,11.8,70.1
25.6,3428,3.7,70.1
22,768,5.7,57.1
25.3,22423,8.4,75.2
28.2,4835,10.4,71.1
25.9,2893,6.6,69
22.8,3801,6.9,73.3
25,2109,3.9,71.7
25.7,4208,7.1,72.1
28.3,4729,10.4,71.5
23.5,1137,6.8,43.2
19.8,262,1.5,51.9
25.4,44451,11.8,81
22.6,557,3.1,50.2
27.2,6260,10.1,62.6
26.3,4095,7,75.9
26,11896,12.2,70.9
26.2,2112,12,70.5
26.2,4904,7.8,72.9
26.2,5679,9.8,67.4
25.4,4443,8,67.2
25.7,20230,7.3,74.9
26.2,104488,11.8,81.4
21.5,593,4.4,50.6
28,51485,12.8,77.5
28,1037,6.3,70
25.6,5427,7.6,70.9
22.3,469,2.6,43.5
23.8,6589,3.5,73.6
25.4,45139,12,80.1
27,33475,11.6,79.1
23.1,12908,5.4,54.4
25.4,4777,7,71.9
25.3,2305,4.3,62.9
22.7,953,2.8,57.8
25.4,3282,3.6,69.4
22.2,192,2.1,51.5
22.8,3553,10.9,76
25.1,3918,7.1,74.9
24.7,2288,9.9,63.6
27.4,11733,9.8,78.8
25.7,7310,7.7,68.6
25.8,19343,7.9,78.7
25.3,43938,11.6,80.2
25.1,21833,8.4,75.8
20.9,495,5.8,62.1
25.7,34850,8.4,73.8
25.5,4623,10.3,73.3
25.4,7561,6.4,72.3
23.5,1042,7,44.9
24.5,1422,3.7,62.3
26.6,3140,6,70.1
27.7,45389,9.4,75.8
21.8,754,2.1,52.4
25.4,823,10.8,69.1
22.1,2199,7.4,67.3
25.9,46359,12.2,79.6
25.4,3265,5.6,74
27.3,11447,9.9,78.3
26.6,29940,12.1,80.6
26.7,8862,6.7,74.3
27.5,5172,10.5,67
28.6,65129,8.7,79.3
23.6,1110,7.3,50.6
28.1,52790,12.8,77.5
22.2,460,2.5,42.4
26.4,8338,10.9,75.1
23.1,483,4.3,57.5
25.4,43335,11.8,80.6
25.1,83345,13.4,82.8
27.2,11148,9.4,78.1
23.9,680,4.2,60.1
28.4,4787,9.8,73.1
26.7,16739,12.2,76.7
25.6,35278,8.4,73.6
21.6,404,5.4,56.9
24.8,6593,7.4,72.4
26.6,12458,9.9,72.9
29.2,3468,6.9,70.9
25,4003,6.5,73.5
23.8,4817,8,50.5
27,3280,6.5,71
26.7,17318,10.1,72.6
23.4,2302,3,65.9
25.5,3351,5.8,74.2
26.5,12312,10.6,75
26.9,6373,5.7,71.1
25.8,4847,8.1,68.1
23.5,1281,4,57.7
22.7,2962,4.7,54.3
25.4,3097,5.4,73.8
22.3,560,2.3,51.1
24.2,1325,4.5,59.4
27.1,8927,7.1,73.5
26.2,15149,12.2,76.4
26.8,18604,10.7,71.5
19.9,942,2.8,59
24.7,6864,7.6,61.4
21.3,310,3.1,60.1
26.9,10559,8.4,78.9
27.6,12973,9.9,79.2
23.8,1053,3.9,58.7
24,2653,4.1,64.1
22.4,532,3.6,47.3
25.8,9944,7.7,72.7
29.9,1417,7.9,67
21.5,534,1.3,54.1
26.1,10731,9.1,73.6
27.2,2050,6.5,73.6
26,10157,11.9,75.5
24.8,22634,9.3,76.8
26.3,32992,8.7,74.6
25.9,39025,11.1,80
21.9,370,2.8,50.1
23.1,2501,5.7,51.8
21.1,936,3.9,58.8
27.4,4902,10.3,67
25.8,38785,9.4,78
22.7,34387,12.5,83.6
25.7,2617,8.9,68.9
25.6,5305,8.9,72.6
20.8,399,1.1,49.9
25.3,2515,9.1,66.9
21.9,2130,10.3,74.3
26.1,7424,11.1,71.8
26.1,48934,11,82.4
